country,sku,elasticity_raw,se,days,promo_days,elasticity,method
ES,VV-VITA-136,-2.941709623989359,1.6671438684587585,365,15,-2.2586381768535,estimated
ES,VV-VITA-142,-2.1204268119265497,1.594153490807389,323,27,-2.148966194060185,estimated
ES,VV-VITA-143,-3.1527241596612323,1.3573022439386377,185,15,-2.3416399717495016,estimated
ES,VV-VITA-146,-2.342570537895726,1.4594548721941452,219,16,-2.1852731609342757,estimated
ES,VV-VITA-151,-1.7754523002433429,1.2710827054620912,330,28,-2.0747136978892544,estimated
ES,VV-VITA-153,-3.0092709810635285,1.0996293420120347,284,34,-2.376926606846647,estimated
ES,VV-VITA-155,-1.3343947625928902,1.3700801859623961,224,22,-2.001987106565014,estimated
ES,VV-VITA-157,-2.236538325740834,1.1943023175445844,324,13,-2.172821766602114,estimated
ES,VV-VITA-158,-3.7728299988558582,1.3061207575792995,248,19,-2.4777305202843665,estimated
ES,VV-VITA-159,-2.635038226806438,0.9188070211943113,363,30,-2.315357591790594,estimated
ES,VV-VITA-165,-2.2725013998234247,1.3377751715241637,348,33,-2.176621551211278,estimated
ES,VV-VITA-166,-1.9317053781593714,1.3223897615858562,358,18,-2.110199760278502,estimated
ES,VV-VITA-170,-0.5754808525067961,1.2271204341263193,195,16,-1.8052458874594821,estimated
ES,VV-VITA-171,-1.1256739569263494,1.2446740325258163,361,22,-1.9317236239523765,estimated
ES,VV-VITA-172,0.2569084045209553,2.730609892266397,130,4,-2.0232564257027223,estimated
ES,VV-VITA-173,-1.2763562464097575,1.2837955950843563,339,0,-1.9733002564085367,estimated
ES,VV-VITA-174,-0.24132970014985677,1.8016429772651132,265,20,-1.9315428410260707,estimated
ES,VV-VITA-181,-2.8311535063950197,1.3114818991728912,197,11,-2.288417477122214,estimated
ES,VV-VITA-183,-1.1561826154222803,1.220433600468708,258,15,-1.9315940599417567,estimated
ES,VV-VITA-186,-2.7173922319456327,1.345750446100394,237,18,-2.261243680677122,estimated
ES,VV-VITA-188,-3.4393787160324547,1.7703268663070268,212,12,-2.307834757870935,estimated
